Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Instrument
939551,360 ONE Prime Limited,898ONE26,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FK0,Debentures and Bonds,,,,,
939553,360 ONE Prime Limited,935ONE26,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FJ2,Debentures and Bonds,,,,,
939555,360 ONE Prime Limited,916ONE27,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FH6,Debentures and Bonds,,,,,
939557,360 ONE Prime Limited,955ONE27,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FG8,Debentures and Bonds,,,,,
939559,360 ONE Prime Limited,921ONE29,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FF0,Debentures and Bonds,,,,,
939561,360 ONE Prime Limited,96ONE29,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FE3,Debentures and Bonds,,,,,
939563,360 ONE Prime Limited,944ONE34,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FI4,Debentures and Bonds,,,,,
939565,360 ONE Prime Limited,985ONE34,360 ONE Prime Ltd,Active,F ,1000.00,INE248U07FM6,Debentures and Bonds,,,,,
939567,IIFL Samasta Finance Limited,920IIFLS26,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07285,Debentures and Bonds,,,,,
939569,IIFL Samasta Finance Limited,960IIFLS26,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07335,Debentures and Bonds,,,,,
939571,IIFL Samasta Finance Limited,957IIFLS27,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07327,Debentures and Bonds,,,,,
939573,IIFL Samasta Finance Limited,10IIFLSF27,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07293,Debentures and Bonds,,,,,
939575,IIFL Samasta Finance Limited,1003IIFL29,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07301,Debentures and Bonds,,,,,
939577,IIFL Samasta Finance Limited,1050IIFL29,IIFL Samasta Finance Ltd,Active,F ,1000.00,INE413U07319,Debentures and Bonds,,,,,
939579,Nido Home Finance Limited,950NHFL26,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07749,Debentures and Bonds,,,,,
939581,Nido Home Finance Limited,0NHFL26,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07822,Debentures and Bonds,,,,,
939583,Nido Home Finance Limited,958NHFL27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07806,Debentures and Bonds,,,,,
939585,Nido Home Finance Limited,10NHFL27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07772,Debentures and Bonds,,,,,
939587,Nido Home Finance Limited,0NHFL27,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07814,Debentures and Bonds,,,,,
939589,Nido Home Finance Limited,1003NHFL29,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07764,Debentures and Bonds,,,,,
939591,Nido Home Finance Limited,1050NHFL29,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07756,Debentures and Bonds,,,,,
939593,Nido Home Finance Limited,0NHFL29,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07830,Debentures and Bonds,,,,,
939595,Nido Home Finance Limited,1026NHFL34,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07780,Debentures and Bonds,,,,,
939597,Nido Home Finance Limited,1075NHFL34,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07798,Debentures and Bonds,,,,,
939599,Sakthi Finance Ltd.,9SFL26A,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07748,Debentures and Bonds,,,,,
939601,Sakthi Finance Ltd.,0SFL26,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07763,Debentures and Bonds,,,,,
939603,Sakthi Finance Ltd.,925SFL27A,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07730,Debentures and Bonds,,,,,
939605,Sakthi Finance Ltd.,0SFL27A,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07755,Debentures and Bonds,,,,,
939607,Sakthi Finance Ltd.,1025SF29,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07706,Debentures and Bonds,,,,,
939609,Sakthi Finance Ltd.,0SFL29A,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07714,Debentures and Bonds,,,,,
939611,Sakthi Finance Ltd.,0SFL31,Sakthi Finance Ltd,Active,F ,1000.00,INE302E07722,Debentures and Bonds,,,,,
939613,Edelweiss Financial Services Ltd.,950EFSL26,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FP7,Debentures and Bonds,,,,,
939615,Edelweiss Financial Services Ltd.,EFSL26724,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FQ5,Debentures and Bonds,,,,,
939617,Edelweiss Financial Services Ltd.,957EFSL27,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FR3,Debentures and Bonds,,,,,
939619,Edelweiss Financial Services Ltd.,10EFSL27,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FS1,Debentures and Bonds,,,,,
939621,Edelweiss Financial Services Ltd.,EFSL260724,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FT9,Debentures and Bonds,,,,,
939623,Edelweiss Financial Services Ltd.,1004EFSL29,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FU7,Debentures and Bonds,,,,,
939625,Edelweiss Financial Services Ltd.,1050EFSL29,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FV5,Debentures and Bonds,,,,,
939627,Edelweiss Financial Services Ltd.,EFSL26724A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FW3,Debentures and Bonds,,,,,
939629,Edelweiss Financial Services Ltd.,105EFSL29,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GA7,Debentures and Bonds,,,,,
939631,Edelweiss Financial Services Ltd.,1049EFSL34,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FZ6,Debentures and Bonds,,,,,
939633,Edelweiss Financial Services Ltd.,11EFSL34,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FX1,Debentures and Bonds,,,,,
939635,Edelweiss Financial Services Ltd.,11EFSL34A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07FY9,Debentures and Bonds,,,,,
939639,SMC Global Securities Limited,10SMCGSL26,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07025,Debentures and Bonds,,,,,
939641,Kosamattam Finance Limited,925KFL26A,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07ES5,Debentures and Bonds,,,,,
939643,SMC Global Securities Limited,0SMCGSL26,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07033,Debentures and Bonds,,,,,
939645,Kosamattam Finance Limited,KFL070824A,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07EQ9,Debentures and Bonds,,,,,
939647,SMC Global Securities Limited,102SMCGS27,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07017,Debentures and Bonds,,,,,
939649,Kosamattam Finance Limited,10KFL27A,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07ET3,Debentures and Bonds,,,,,
939651,SMC Global Securities Limited,0SMCGSL27,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07058,Debentures and Bonds,,,,,
939653,Kosamattam Finance Limited,KFL070824B,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07ER7,Debentures and Bonds,,,,,
939655,SMC Global Securities Limited,994SMCGS29,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07041,Debentures and Bonds,,,,,
939657,SMC Global Securities Limited,104SMCGS29,SMC Global Securities Ltd,Active,F ,1000.00,INE103C07066,Debentures and Bonds,,,,,
939659,Kosamattam Finance Limited,1025KFL29,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07EU1,Debentures and Bonds,,,,,
939661,Kosamattam Finance Limited,KFL070824C,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07EP1,Debentures and Bonds,,,,,
939663,Kosamattam Finance Limited,KFL070824D,Kosamattam Finance Ltd,Active,F ,1000.00,INE403Q07EO4,Debentures and Bonds,,,,,
939671,KLM Axiva Finvest Limited,10KAFL26A,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507968,Debentures and Bonds,,,,,
939673,KLM Axiva Finvest Limited,10KAFL26B,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507950,Debentures and Bonds,,,,,
939675,KLM Axiva Finvest Limited,1025KAFL27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507976,Debentures and Bonds,,,,,
939677,KLM Axiva Finvest Limited,1050KAFL27,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507AC4,Debentures and Bonds,,,,,
939679,KLM Axiva Finvest Limited,1075KAFL29,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507984,Debentures and Bonds,,,,,
939681,KLM Axiva Finvest Limited,11KAFL29,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507992,Debentures and Bonds,,,,,
939683,KLM Axiva Finvest Limited,KAF080824,KLM Axiva Finvest Ltd,Active,F ,1000.00,INE01I507AA8,Debentures and Bonds,,,,,
939689,Chemmanur Credits and Investments Limited,11CCI26,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307BA8,Debentures and Bonds,,,,,
939691,Chemmanur Credits and Investments Limited,1125CCI27,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307BB6,Debentures and Bonds,,,,,
939693,Chemmanur Credits and Investments Limited,12CCI29,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307BD2,Debentures and Bonds,,,,,
939697,Chemmanur Credits and Investments Limited,CCIL14824A,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307BE0,Debentures and Bonds,,,,,
939699,Chemmanur Credits and Investments Limited,CCIL14824B,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307BF7,Debentures and Bonds,,,,,
939701,Chemmanur Credits and Investments Limited,CCIL14824C,Chemmanur Credits and Investments Ltd,Active,F ,1000.00,INE051307AY0,Debentures and Bonds,,,,,
939707,Muthoot Mercantile Limited,1080MML26,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CP4,Debentures and Bonds,,,,,
939709,Muthoot Mercantile Limited,MML110924,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CN9,Debentures and Bonds,,,,,
939711,Muthoot Mercantile Limited,1125MML27,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CM1,Debentures and Bonds,,,,,
939713,Muthoot Mercantile Limited,MML11924A,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CQ2,Debentures and Bonds,,,,,
939715,Muthoot Mercantile Limited,1150MML29,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CO7,Debentures and Bonds,,,,,
939717,Muthoot Mercantile Limited,MML11924B,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CL3,Debentures and Bonds,,,,,
939719,Muthoot Mercantile Limited,MML11924C,Muthoot Mercantile Ltd,Active,F ,1000.00,INE05F407CR0,Debentures and Bonds,,,,,
939721,Adani Enterprises Ltd.,925AEL26,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07351,Debentures and Bonds,,,,,
939723,Adani Enterprises Ltd.,AEL120924,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07369,Debentures and Bonds,,,,,
939725,Adani Enterprises Ltd.,932AEL27,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07310,Debentures and Bonds,,,,,
939727,Adani Enterprises Ltd.,965AEL27,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07328,Debentures and Bonds,,,,,
939729,Adani Enterprises Ltd.,AEL120924A,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07377,Debentures and Bonds,,,,,
939731,Adani Enterprises Ltd.,956AEL29,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07336,Debentures and Bonds,,,,,
939733,Adani Enterprises Ltd.,99AEL29,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07344,Debentures and Bonds,,,,,
939735,Adani Enterprises Ltd.,AEL120924B,Adani Enterprises Ltd,Active,F ,1000.00,INE423A07385,Debentures and Bonds,,,,,
939737,MUTHOOT FINCORP LIMITED,9MFCL26,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07DZ5,Debentures and Bonds,,,,,
939739,MUTHOOT FINCORP LIMITED,925MFCL27,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EC2,Debentures and Bonds,,,,,
939741,MUTHOOT FINCORP LIMITED,945MFCL29,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EK5,Debentures and Bonds,,,,,
939743,MUTHOOT FINCORP LIMITED,965MFCL30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EI9,Debentures and Bonds,,,,,
939745,MUTHOOT FINCORP LIMITED,940MFCL26,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EH1,Debentures and Bonds,,,,,
939747,MUTHOOT FINCORP LIMITED,965MFCL27,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EE8,Debentures and Bonds,,,,,
939749,MUTHOOT FINCORP LIMITED,990MFCL29,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EG3,Debentures and Bonds,,,,,
939751,MUTHOOT FINCORP LIMITED,1010MFCL30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EB4,Debentures and Bonds,,,,,
939753,MUTHOOT FINCORP LIMITED,MFCL160924,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EL3,Debentures and Bonds,,,,,
939755,MUTHOOT FINCORP LIMITED,MFCL16924,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EA6,Debentures and Bonds,,,,,
939757,MUTHOOT FINCORP LIMITED,MFCL16924A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07ED0,Debentures and Bonds,,,,,
939759,MUTHOOT FINCORP LIMITED,MFCL16924B,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EF5,Debentures and Bonds,,,,,
939761,MUTHOOT FINCORP LIMITED,MFCL16924C,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EJ7,Debentures and Bonds,,,,,
939763,Sammaan Capital Limited,925SCL26E,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07TZ6,Debentures and Bonds,,,,,
939765,Sammaan Capital Limited,965SCL26F,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07US9,Debentures and Bonds,,,,,
939767,Sammaan Capital Limited,925SCL26F,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UI0,Debentures and Bonds,,,,,
939769,Sammaan Capital Limited,SCL25924,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UH2,Debentures and Bonds,,,,,
939771,Sammaan Capital Limited,SCL25924A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UG4,Debentures and Bonds,,,,,
939773,Sammaan Capital Limited,940SCL27A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UF6,Debentures and Bonds,,,,,
939775,Sammaan Capital Limited,990SCL27B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UE9,Debentures and Bonds,,,,,
939777,Sammaan Capital Limited,902SCL27C,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UD1,Debentures and Bonds,,,,,
939779,Sammaan Capital Limited,948SCL27D,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UC3,Debentures and Bonds,,,,,
939781,Sammaan Capital Limited,SCL25924C,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UB5,Debentures and Bonds,,,,,
939783,Sammaan Capital Limited,SCL25924D,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UA7,Debentures and Bonds,,,,,
939785,Sammaan Capital Limited,1015SCL29B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UK6,Debentures and Bonds,,,,,
939787,Sammaan Capital Limited,925SCL29C,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UJ8,Debentures and Bonds,,,,,
939789,Sammaan Capital Limited,971SCL29B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UN0,Debentures and Bonds,,,,,
939791,Sammaan Capital Limited,1050SCL31A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UP5,Debentures and Bonds,,,,,
939793,Sammaan Capital Limited,1003SCL31A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UR1,Debentures and Bonds,,,,,
939795,Sammaan Capital Limited,1075SCL34A,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UT7,Debentures and Bonds,,,,,
939797,Sammaan Capital Limited,1075SCL34C,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UW1,Debentures and Bonds,,,,,
939799,Sammaan Capital Limited,980SCL34B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UU5,Debentures and Bonds,,,,,
939801,Sammaan Capital Limited,1025SCL34B,Sammaan Capital Ltd,Active,F ,1000.00,INE148I07UV3,Debentures and Bonds,,,,,
939803,IndoStar Capital Finance Limited,1050ICFL26,IndoStar Capital Finance Ltd,Active,F ,1000.00,INE896L07983,Debentures and Bonds,,,,,
939805,IndoStar Capital Finance Limited,ICFL250924,IndoStar Capital Finance Ltd,Active,F ,1000.00,INE896L07AC3,Debentures and Bonds,,,,,
939807,IndoStar Capital Finance Limited,1030ICFL27,IndoStar Capital Finance Ltd,Active,F ,1000.00,INE896L07991,Debentures and Bonds,,,,,
939809,IndoStar Capital Finance Limited,1070ICFL27,IndoStar Capital Finance Ltd,Active,F ,1000.00,INE896L07AA7,Debentures and Bonds,,,,,
939811,IndoStar Capital Finance Limited,1050ICFL29,IndoStar Capital Finance Ltd,Active,F ,1000.00,INE896L07AB5,Debentures and Bonds,,,,,
939813,Nido Home Finance Limited,95NHFL26,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07848,Debentures and Bonds,,,,,
939815,Nido Home Finance Limited,NHFL081024,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07871,Debentures and Bonds,,,,,
939817,Nido Home Finance Limited,958NHFL27A,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07855,Debentures and Bonds,,,,,
939819,Nido Home Finance Limited,10NHFL27A,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07863,Debentures and Bonds,,,,,
939821,Nido Home Finance Limited,NHF081024,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07889,Debentures and Bonds,,,,,
939823,Nido Home Finance Limited,1003NHF29,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07897,Debentures and Bonds,,,,,
939825,Nido Home Finance Limited,1050NHF29,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07939,Debentures and Bonds,,,,,
939827,Nido Home Finance Limited,NHF081024A,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07905,Debentures and Bonds,,,,,
939829,Nido Home Finance Limited,1049NHFL34,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07921,Debentures and Bonds,,,,,
939831,Nido Home Finance Limited,11NHFL34,Nido Home Finance Ltd,Active,F ,1000.00,INE530L07913,Debentures and Bonds,,,,,
939833,UGRO CAPITAL LIMITED,1015UCL26,UGRO CAPITAL Ltd,Active,F ,1000.00,INE583D07505,Debentures and Bonds,,,,,
939835,UGRO CAPITAL LIMITED,1025UCL26A,UGRO CAPITAL Ltd,Active,F ,1000.00,INE583D07521,Debentures and Bonds,,,,,
939837,UGRO CAPITAL LIMITED,1040UCL27B,UGRO CAPITAL Ltd,Active,F ,1000.00,INE583D07513,Debentures and Bonds,,,,,
939839,Edelweiss Financial Services Ltd.,950EFSL26A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GB5,Debentures and Bonds,,,,,
939841,Edelweiss Financial Services Ltd.,EFSL241024,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GC3,Debentures and Bonds,,,,,
939843,Edelweiss Financial Services Ltd.,957EFSL27A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GD1,Debentures and Bonds,,,,,
939845,Edelweiss Financial Services Ltd.,10EFSL27A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GE9,Debentures and Bonds,,,,,
939847,Edelweiss Financial Services Ltd.,EFS241024A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GG4,Debentures and Bonds,,,,,
939849,Edelweiss Financial Services Ltd.,1004EFS29B,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GJ8,Debentures and Bonds,,,,,
939851,Edelweiss Financial Services Ltd.,1050EFS29C,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GF6,Debentures and Bonds,,,,,
939853,Edelweiss Financial Services Ltd.,EFS241024C,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GK6,Debentures and Bonds,,,,,
939855,Edelweiss Financial Services Ltd.,1050EFS29A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GH2,Debentures and Bonds,,,,,
939857,Edelweiss Financial Services Ltd.,1049EFS34A,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GI0,Debentures and Bonds,,,,,
939859,Edelweiss Financial Services Ltd.,11EFSL34B,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GL4,Debentures and Bonds,,,,,
939861,Edelweiss Financial Services Ltd.,11EFSL34C,Edelweiss Financial Services Ltd,Active,F ,1000.00,INE532F07GM2,Debentures and Bonds,,,,,
939863,MUTHOOT FINCORP LIMITED,9MFCL2026,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EU4,Debentures and Bonds,,,,,
939865,MUTHOOT FINCORP LIMITED,925MFCL27A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07ET6,Debentures and Bonds,,,,,
939867,MUTHOOT FINCORP LIMITED,945MFCL29A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07ES8,Debentures and Bonds,,,,,
939869,MUTHOOT FINCORP LIMITED,965MFCL30A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EQ2,Debentures and Bonds,,,,,
939871,MUTHOOT FINCORP LIMITED,94MFCL26,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EP4,Debentures and Bonds,,,,,
939873,MUTHOOT FINCORP LIMITED,965MFCL27A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EO7,Debentures and Bonds,,,,,
939875,MUTHOOT FINCORP LIMITED,99MFCL29,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EN9,Debentures and Bonds,,,,,
939877,MUTHOOT FINCORP LIMITED,101MFCL30,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EM1,Debentures and Bonds,,,,,
939879,MUTHOOT FINCORP LIMITED,MFCL301024,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07ER0,Debentures and Bonds,,,,,
939881,MUTHOOT FINCORP LIMITED,MFL301024A,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EV2,Debentures and Bonds,,,,,
939883,MUTHOOT FINCORP LIMITED,MFL301024B,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EW0,Debentures and Bonds,,,,,
939885,MUTHOOT FINCORP LIMITED,MFL301024C,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EX8,Debentures and Bonds,,,,,
939887,MUTHOOT FINCORP LIMITED,MFL301024D,MUTHOOT FINCORP Ltd,Active,F ,1000.00,INE549K07EY6,Debentures and Bonds,,,,,
939893,Indel Money Limited,105IML26,Indel Money Ltd,Active,F ,1000.00,INE0BUS07BD7,Debentures and Bonds,,,,,
939895,Indel Money Limited,11IML2027,Indel Money Ltd,Active,F ,1000.00,INE0BUS07BI6,Debentures and Bonds,,,,,
939897,Indel Money Limited,IML081124,Indel Money Ltd,Active,F ,1000.00,INE0BUS07BG0,Debentures and Bonds,,,,,
939899,Indel Money Limited,12IML29,Indel Money Ltd,Active,F ,1000.00,INE0BUS07BE5,Debentures and Bonds,,,,,
939901,Indel Money Limited,IML8112024,Indel Money Ltd,Active,F ,1000.00,INE0BUS07BF2,Debentures and Bonds,,,,,
939905,MUTHOOT MCRED LIMITED,9MML27,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AU9,Debentures and Bonds,,,,,
939907,MUTHOOT MCRED LIMITED,MML191124,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AR5,Debentures and Bonds,,,,,
939909,MUTHOOT MCRED LIMITED,950MML27,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AY1,Debentures and Bonds,,,,,
939911,MUTHOOT MCRED LIMITED,MML191124A,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AW5,Debentures and Bonds,,,,,
939913,MUTHOOT MCRED LIMITED,10MM28,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AT1,Debentures and Bonds,,,,,
939915,MUTHOOT MCRED LIMITED,MML191124B,Muthoot Mcred Ltd,Active,F ,1000.00,INE101Q07AV7,Debentures and Bonds,,,,,
939919,ICL FINCORP LIMITED,1150ICLF26,ICL FINCORP Ltd,Active,F ,1000.00,INE01CY078O8,Debentures and Bonds,,,,,
939921,ICL FINCORP LIMITED,12ICLFL27B,ICL FINCORP Ltd,Active,F ,1000.00,INE01CY078P5,Debentures and Bonds,,,,,
